"aphiaID";"kingdom";"phylum";"class";"order";"family";"genus"
843664;"Animalia";"Chordata";NA;NA;NA;NA
218440;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Trachinotus"
212255;"Animalia";"Chordata";"Teleostei";"Albuliformes";"Albulidae";"Albula"
218909;"Animalia";"Chordata";"Teleostei";"Carangaria incertae sedis";"Polynemidae";"Polydactylus"
219630;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus"
218207;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Epinephelus"
125936;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Caranx"
219060;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Stethojulis"
125908;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus"
218419;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Caranx"
217941;"Animalia";"Chordata";"Teleostei";"Holocentriformes";"Holocentridae";"Sargocentron"
217915;"Animalia";"Chordata";"Teleostei";"Holocentriformes";"Holocentridae";"Myripristis"
220030;"Animalia";"Chordata";"Elasmobranchii";"Orectolobiformes";"Ginglymostomatidae";"Nebrius"
159791;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lutjanidae";"Lutjanus"
367242;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Gerreidae";"Gerres"
219640;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus"
12;"Biota incertae sedis";NA;NA;NA;NA;NA
212799;"Animalia";"Chordata";"Teleostei";"Ovalentaria incertae sedis";"Pomacentridae";"Chromis"
218548;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Haemulidae";"Plectorhinchus"
218660;"Animalia";"Chordata";"Teleostei";"Mulliformes";"Mullidae";"Parupeneus"
105795;"Animalia";"Chordata";"Elasmobranchii";"Carcharhiniformes";"Carcharhinidae";"Carcharhinus"
219668;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Naso"
126024;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Thalassoma"
218867;"Animalia";"Chordata";"Teleostei";"Centrarchiformes";"Cirrhitidae";"Paracirrhites"
217424;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Urogymnus"
218429;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Gnathanodon"
1042821;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Pateobatis"
219938;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";"Canthigaster"
218414;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Caranx"
125913;"Animalia";"Chordata";"Teleostei";"Kurtiformes";"Apogonidae";"Apogon"
218738;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Chaetodontidae";"Chaetodon"
219995;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Caesionidae";"Caesio"
218480;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lutjanidae";"Lutjanus"
276851;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Balistidae";"Sufflamen"
218967;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Cymolutes"
219886;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Balistidae";"Rhinecanthus"
125607;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Balistidae";NA
151475;"Animalia";"Chordata";"Teleostei";"Centrarchiformes";"Cirrhitidae";NA
159299;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Scaridae";"Scarus"
218584;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lethrinidae";"Monotaxis"
125453;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Hemiramphidae";NA
204275;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Balistidae";"Rhinecanthus"
219463;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Eviota"
212216;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Thalassoma"
126045;"Animalia";"Chordata";"Teleostei";"Ovalentaria incertae sedis";"Pomacentridae";"Chromis"
159492;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Monacanthidae";"Cantherhines"
219881;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Balistidae";"Melichthys"
204915;"Animalia";"Chordata";"Teleostei";"Mulliformes";"Mullidae";"Parupeneus"
273554;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Coris"
125561;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";NA
217595;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Ophichthidae";"Schismorhynchus"
218986;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Halichoeres"
220072;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Monacanthidae";"Pervagor"
218920;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Anampses"
219266;"Animalia";"Chordata";"Teleostei";"Blenniiformes";"Blenniidae";"Cirripectes"
125945;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Trachinotus"
219618;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Microdesmidae";"Ptereleotris"
1821;"Animalia";"Chordata";NA;NA;NA;NA
219475;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Gnatholepis"
126068;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Epinephelus"
218711;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Ephippidae";"Platax"
217508;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Muraenidae";"Gymnothorax"
217479;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Muraenidae";"Gymnothorax"
219356;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Eleotridae";"Eleotris"
219248;"Animalia";"Chordata";"Teleostei";"Blenniiformes";"Blenniidae";"Blenniella"
219890;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Balistidae";"Rhinecanthus"
209383;"Animalia";"Chordata";"Teleostei";"Kurtiformes";"Apogonidae";"Apogonichthys"
593553;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Novaculoides"
218278;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Pseudanthias"
513422;"Animalia";"Echinodermata";"Echinoidea";"Camarodonta";"Toxopneustidae";"Nudechinus"
127403;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Diodontidae";"Diodon"
205210;"Animalia";"Chordata";"Teleostei";"Mulliformes";"Mullidae";"Mulloidichthys"
218945;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Cheilinus"
217883;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";"Hypoatherina"
147431;"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Arenaria"
131676;"Animalia";"Porifera";"Demospongiae";"Suberitida";"Suberitidae";NA
218990;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Halichoeres"
219600;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Vanderhorstia"
126084;"Animalia";"Chordata";"Teleostei";"Carangaria incertae sedis";"Sphyraenidae";"Sphyraena"
218181;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Cephalopholis"
218985;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Halichoeres"
127289;"Animalia";"Chordata";"Teleostei";"Stomiiformes";"Gonostomatidae";"Cyclothone"
205611;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Gomphosus"
1455974;"Animalia";"Chordata";"Mammalia";"Primates";NA;NA
205230;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Naso"
125954;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Chaetodontidae";"Chaetodon"
217426;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Aetobatidae";"Aetobatus"
219659;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Ctenochaetus"
206059;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lethrinidae";"Lethrinus"
219262;"Animalia";"Chordata";"Teleostei";"Blenniiformes";"Blenniidae";"Cirripectes"
219921;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";"Arothron"
217670;"Animalia";"Chordata";"Teleostei";"Aulopiformes";"Synodontidae";"Synodus"
218647;"Animalia";"Chordata";"Teleostei";"Mulliformes";"Mullidae";"Mulloidichthys"
218853;"Animalia";"Chordata";"Teleostei";"Centrarchiformes";"Cirrhitidae";"Cirrhitichthys"
218434;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Scomberoides"
109743;"Chromista";"Myzozoa";"Dinophyceae";"Amphidiniales";"Amphidiniaceae";"Amphidinium"
217356;"Animalia";"Chordata";"Elasmobranchii";"Carcharhiniformes";"Carcharhinidae";"Negaprion"
125704;"Animalia";"Chordata";"Teleostei";"Holocentriformes";"Holocentridae";"Sargocentron"
6;"Bacteria";NA;NA;NA;NA;NA
464449;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Cymatosirales";"Cymatosiraceae";"Minutocellus"
159259;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Belonidae";"Tylosurus"
219795;"Animalia";"Chordata";"Teleostei";"Pleuronectiformes";"Bothidae";"Bothus"
218244;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Epinephelus"
125515;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";NA
277106;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Stethojulis"
157878;"Animalia";"Chordata";"Teleostei";"Albuliformes";"Albulidae";"Albula"
573483;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Lithodesmiales";"Lithodesmiaceae";"Lithodesmioides"
276827;"Animalia";"Chordata";"Teleostei";"Ovalentaria incertae sedis";"Pomacentridae";"Chrysiptera"
207261;"Animalia";"Cnidaria";"Hexacorallia";"Scleractinia";"Psammocoridae";"Psammocora"
212371;"Animalia";"Echinodermata";"Ophiuroidea";"Ophiacanthida";"Ophiocomidae";"Ophiocoma"
204635;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Ctenochaetus"
104503;"Animalia";"Arthropoda";"Copepoda";"Calanoida";"Clausocalanidae";"Clausocalanus"
212793;"Animalia";"Chordata";"Teleostei";"Ovalentaria incertae sedis";"Pomacentridae";"Lepidozygus"
1065;"Animalia";"Arthropoda";NA;NA;NA;NA
203854;"Animalia";"Chordata";"Teleostei";"Blenniiformes";"Blenniidae";"Cirripectes"
125064;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Amphiuridae";"Amphipholis"
494810;"Plantae";"Chlorophyta";"Ulvophyceae";"Dasycladales";"Polyphysaceae";"Acetabularia"
204103;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Scomberoides"
203929;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Balistidae";"Sufflamen"
217625;"Animalia";"Chordata";"Teleostei";"Gonorynchiformes";"Chanidae";"Chanos"
212596;"Animalia";"Chordata";"Aves";"Pelecaniformes";"Sulidae";"Sula"
159383;"Animalia";"Chordata";"Teleostei";"Holocentriformes";"Holocentridae";"Myripristis"
212035;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Muraenidae";"Uropterygius"
127004;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Priacanthidae";"Heteropriacanthus"
212078;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lethrinidae";"Lethrinus"
713369;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Haemulidae";"Diagramma"
105719;"Animalia";"Chordata";"Elasmobranchii";"Carcharhiniformes";"Carcharhinidae";"Carcharhinus"
158813;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Halichoeres"
1214744;"Animalia";"Echinodermata";"Ophiuroidea";"Ophiacanthida";"Ophiocomidae";"Breviturma"
206732;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Cephalopholis"
125541;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";NA
288840;"Animalia";"Cnidaria";"Hexacorallia";"Zoantharia";"Zoanthidae";"Zoanthus"
219035;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Novaculichthys"
125523;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";NA
278603;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Eviota"
125636;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Muraenidae";"Gymnothorax"
282715;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Ophichthidae";"Scolecenchelys"
211774;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Pomacanthidae";"Centropyge"
106873;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Calappidae";"Calappa"
213656;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Caesionidae";"Pterocaesio"
204522;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Gnatholepis"
148898;"Chromista";"Bacillariophyta";NA;NA;NA;NA
1043448;"Animalia";"Chordata";"Teleostei";"Kurtiformes";"Apogonidae";"Fibramia"
156706;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";"Arothron"
278005;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Naso"
204813;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";"Hypoatherina"
115106;"Chromista";"Haptophyta";"Coccolithophyceae";"Phaeocystales";"Phaeocystaceae";"Phaeocystis"
203924;"Animalia";"Chordata";"Teleostei";"Ovalentaria incertae sedis";"Pomacentridae";"Chrysiptera"
148936;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Thalassiosirales";"Thalassiosiraceae";"Thalassiosira"
1043417;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Pateobatis"
19542;"Chromista";"Myzozoa";"Dinophyceae";NA;NA;NA
217490;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Muraenidae";"Gymnothorax"
989101;"Animalia";"Arthropoda";"Hexapoda";"Lepidoptera";"Tortricidae";NA
131598;"Animalia";"Porifera";"Demospongiae";"Haplosclerida";NA;NA
1837;"Animalia";"Chordata";"Mammalia";NA;NA;NA
125537;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";NA
137760;"Animalia";"Mollusca";"Gastropoda";"Caenogastropoda incertae sedis";"Cerithiidae";"Cerithium"
219124;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Scaridae";"Scarus"
164811;"Animalia";"Porifera";"Demospongiae";NA;NA;NA
137592;"Animalia";"Hemichordata";"Enteropneusta";"[unassigned] Enteropneusta";"Ptychoderidae";"Balanoglossus"
105708;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";NA
400783;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Belonidae";"Platybelone"
204064;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Gerreidae";"Gerres"
218482;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lutjanidae";"Lutjanus"
209364;"Animalia";"Chordata";"Teleostei";"Kurtiformes";"Apogonidae";"Apogon"
204513;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Pseudanthias"
1043416;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Dasyatidae";"Pateobatis"
212079;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lethrinidae";"Lethrinus"
125538;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Haemulidae";NA
205965;"Animalia";"Chordata";"Teleostei";"Gobiiformes";"Gobiidae";"Eviota"
125696;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Hemiramphidae";"Hyporhamphus"
126019;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Coris"
204183;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Stethojulis"
125691;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Exocoetidae";"Cheilopogon"
217565;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Ophichthidae";"Callechelys"
125438;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";NA
219125;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Scaridae";"Scarus"
217667;"Animalia";"Chordata";"Teleostei";"Aulopiformes";"Synodontidae";"Synodus"
217495;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Muraenidae";"Gymnothorax"
204972;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Cirrhilabrus"
219961;"Animalia";"Chordata";"Teleostei";"Tetraodontiformes";"Tetraodontidae";"Torquigener"
151497;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Crenimugil"
212077;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lethrinidae";"Lethrinus"
1026118;"Animalia";"Chordata";"Elasmobranchii";"Myliobatiformes";"Mobulidae";"Mobula"
219634;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus"
217545;"Animalia";"Chordata";"Teleostei";"Anguilliformes";"Congridae";"Conger"
219628;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus"
125452;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Exocoetidae";NA
218114;"Animalia";"Chordata";"Teleostei";"Perciformes";"Scorpaenidae";"Sebastapistes"
127288;"Animalia";"Chordata";"Teleostei";"Stomiiformes";"Gonostomatidae";"Cyclothone"
218479;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lutjanidae";"Lutjanus"
204125;"Animalia";"Chordata";"Teleostei";"Acropomatiformes";"Pempheridae";"Pempheris"
220083;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Zanclidae";"Zanclus"
272201;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Hemiramphidae";"Hyporhamphus"
111927;"Chromista";"Foraminifera";"Globothalamea";"Rotaliida";"Glabratellidae";NA
125553;"Animalia";"Chordata";"Teleostei";"Ovalentaria incertae sedis";"Pomacentridae";NA
148899;"Chromista";"Heterokontophyta";"Bacillariophyceae";NA;NA;NA
149045;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Nitzschia"
218475;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lutjanidae";"Lutjanus"
206790;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Anampses"
20997;"Chromista";"Cryptophyta";"Cryptophyceae";"Pyrenomonadales";NA;NA
148985;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Chaetocerotanae incertae sedis";"Chaetocerotaceae";"Chaetoceros"
218276;"Animalia";"Chordata";"Teleostei";"Perciformes";"Serranidae";"Pseudanthias"
125458;"Animalia";"Chordata";"Teleostei";"Holocentriformes";"Holocentridae";NA
1148593;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Naviculales";"Amphipleuraceae";"Halamphora"
156598;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Surirellales";"Entomoneidaceae";"Entomoneis"
149021;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Lithodesmiales";"Lithodesmiaceae";NA
125546;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";NA
247856;"Animalia";"Porifera";"Demospongiae";"Haplosclerida";"Callyspongiidae";"Callyspongia"
151404;"Animalia";"Chordata";"Teleostei";"Perciformes";"Nototheniidae";NA
1672768;"Animalia";"Echinodermata";"Holothuroidea";"Holothuriida";"Holothuriidae";"Holothuria"
1307191;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Pseudo-nitzschia"
219671;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Naso"
126983;"Animalia";"Chordata";"Teleostei";"Mugiliformes";"Mugilidae";"Mugil"
126378;"Animalia";"Chordata";"Teleostei";"Beloniformes";"Belonidae";"Tylosurus"
212085;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lethrinidae";"Lethrinus"
151453;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Lutjanidae";NA
219625;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus"
126015;"Animalia";"Chordata";"Teleostei";"Centrarchiformes";"Kyphosidae";"Kyphosus"
341355;"Chromista";"Ochrophyta";"Bolidophyceae";"Parmales";"Triparmaceae";NA
310978;"Animalia";"Chordata";"Teleostei";"Atheriniformes";"Atherinidae";"Hypoatherina"
178628;"Chromista";"Ochrophyta";"Dictyochophyceae";"Florenciellales";"Florenciellales incertae sedis";"Florenciella"
574064;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Naviculales";"Amphipleuraceae";"Halamphora"
126010;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Haemulidae";"Plectorhinchus"
196109;"Animalia";"Chordata";NA;"Squamata";NA;NA
159393;"Animalia";"Chordata";"Teleostei";"Holocentriformes";"Holocentridae";"Neoniphon"
217914;"Animalia";"Chordata";"Teleostei";"Holocentriformes";"Holocentridae";"Myripristis"
1486573;"Animalia";NA;NA;NA;NA;NA
101;"Animalia";"Mollusca";"Gastropoda";NA;NA;NA
1041930;"Animalia";"Porifera";"Demospongiae";"Suberitida";"Suberitidae";"Terpios"
22154;"Chromista";"Oomycota";NA;NA;NA;NA
345504;"Chromista";"Ochrophyta";"Pelagophyceae";"Pelagomonadales";"Pelagomonadaceae";"Pelagomonas"
149004;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Cylindrotheca"
115088;"Chromista";"Haptophyta";"Coccolithophyceae";"Phaeocystales";"Phaeocystaceae";"Phaeocystis"
860;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";NA;NA
160538;"Chromista";"Haptophyta";"Coccolithophyceae";"Phaeocystales";"Phaeocystaceae";"Phaeocystis"
134563;"Plantae";"Chlorophyta";"Mamiellophyceae";"Mamiellales";"Mamiellaceae";"Mantoniella"
149002;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";NA
1100;"Animalia";"Arthropoda";"Copepoda";"Calanoida";NA;NA
156548;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Pseudo-nitzschia"
830;"Chromista";"Ochrophyta";"Phaeophyceae";NA;NA;NA
368670;"Plantae";"Rhodophyta";"Florideophyceae";NA;NA;NA
149142;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Naviculales";"Naviculaceae";"Navicula"
1361153;"Plantae";"Chlorophyta";NA;NA;NA;"Chloropicon"
149151;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Pseudo-nitzschia"
209579;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Xanthidae";"Kraussia"
218404;"Animalia";"Chordata";"Teleostei";"Carangiformes";"Carangidae";"Caranx"
370140;"Plantae";"Rhodophyta";"Florideophyceae";"Peyssonneliales";"Peyssonneliaceae";"Ramicrusta"
219632;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus"
145382;"Chromista";"Ochrophyta";"Phaeophyceae";"Dictyotales";"Dictyotaceae";"Padina"
143674;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Rhodomelaceae";NA
1337;"Animalia";"Cnidaria";"Hydrozoa";NA;NA;NA
1541871;"Plantae";"Chlorophyta";NA;NA;NA;"Chloropicon"
117367;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Campanulariidae";"Clytia"
134564;"Plantae";"Chlorophyta";"Mamiellophyceae";"Mamiellales";"Mamiellaceae";"Micromonas"
837478;"Plantae";"Rhodophyta";"Florideophyceae";"Peyssonneliales";"Peyssonneliaceae";"Ramicrusta"
376147;"Plantae";"Chlorarachniophyta";"Chlorarachniophyceae";"Chlorarachniales";"Chlorarachniaceae";"Chlorarachnion"
1361130;"Chromista";"Cryptophyta";"Cryptophyceae";"Cryptophyceae incertae sedis";NA;"Hemiarma"
212449;"Animalia";"Echinodermata";"Echinoidea";"Camarodonta";"Toxopneustidae";"Toxopneustes"
150266;"Animalia";"Porifera";"Demospongiae";"Biemnida";"Biemnidae";NA
109391;"Chromista";"Myzozoa";"Dinophyceae";"Gonyaulacales";NA;NA
871;"Plantae";"Rhodophyta";"Florideophyceae";"Gigartinales";NA;NA
170417;"Animalia";"Porifera";"Demospongiae";"Clionaida";"Clionaidae";NA
224662;"Animalia";"Mollusca";"Gastropoda";"Aplysiida";"Aplysiidae";"Stylocheilus"
374576;"Plantae";"Rhodophyta";"Florideophyceae";"Gelidiales";"Pterocladiaceae";"Pterocladiella"
210788;"Animalia";"Mollusca";"Cephalopoda";"Octopoda";"Octopodidae";"Octopus"
213419;"Animalia";"Echinodermata";"Ophiuroidea";"Amphilepidida";"Ophionereididae";"Ophionereis"
1267;"Animalia";"Cnidaria";NA;NA;NA;NA
117725;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";"Laodiceidae";"Laodicea"
115104;"Chromista";"Haptophyta";"Coccolithophyceae";"Isochrysidales";"Noelaerhabdaceae";"Emiliania"
1361157;"Plantae";"Chlorophyta";"Chloropicophyceae";"Chloropicales";"Chloropicaceae";"Chloroparvula"
218959;"Animalia";"Chordata";"Teleostei";"Eupercaria incertae sedis";"Labridae";"Coris"
842;"Chromista";"Ochrophyta";"Phaeophyceae";"Ectocarpales";NA;NA
144134;"Plantae";"Rhodophyta";"Florideophyceae";"Gelidiales";"Gelidiellaceae";"Gelidiella"
220782;"Chromista";"Ochrophyta";"Phaeophyceae";"Dictyotales";"Dictyotaceae";"Dictyota"
277826;"Animalia";"Chordata";"Teleostei";"Mulliformes";"Mullidae";"Parupeneus"
208849;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Portunidae";"Thalamita"
1839;"Animalia";"Chordata";"Ascidiacea";NA;NA;NA
149015;"Chromista";"Heterokontophyta";"Bacillariophyceae";"Naviculales";NA;NA
207246;"Animalia";"Cnidaria";"Hexacorallia";"Scleractinia";"Poritidae";"Porites"
139061;"Animalia";"Mollusca";"Gastropoda";"Caenogastropoda incertae sedis";"Cerithiidae";"Cerithium"
1489180;"Animalia";"Arthropoda";"Hexapoda";"Hemiptera";"Cicadellidae";"Macrosteles"
377141;"Chromista";"Ochrophyta";"Phaeophyceae";"Dictyotales";"Dictyotaceae";"Canistrocarpus"
13552;"Animalia";"Cnidaria";"Hydrozoa";"Leptothecata";NA;NA
207472;"Animalia";"Cnidaria";"Hexacorallia";"Scleractinia";"Leptastreidae";"Leptastrea"
214334;"Chromista";"Ochrophyta";"Phaeophyceae";"Ectocarpales";"Scytosiphonaceae";"Hydroclathrus"
109392;"Chromista";"Myzozoa";"Dinophyceae";"Gymnodiniales";NA;NA
